in:Amount columns X,in:Seed for random numbers,in:Amount columns Y,out:name,out:Number of columns X,out:Number of columns Y,out:Column spacing minimum (mm),out:Beam span maximum (mm),out:Y-Label,img
3,194,4,Structure_3_194_4,5,6,1000,8000,0.578293,True.png
4,194,4,Structure_4_194_4,6,6,1000,8000,0.558522,True.png
5,194,4,Structure_5_194_4,7,6,1000,7000,0.607194,True.png
6,194,4,Structure_6_194_4,8,6,1000,6000,0.6521,True.png
7,194,4,Structure_7_194_4,9,6,1000,6000,0.632754,True.png
3,195,4,Structure_3_195_4,5,6,1000,8000,0.609122,True.png
4,195,4,Structure_4_195_4,6,6,1000,8000,0.579784,True.png
5,195,4,Structure_5_195_4,7,6,1000,8000,0.59846,True.png
6,195,4,Structure_6_195_4,8,6,1000,8000,0.584951,True.png
7,195,4,Structure_7_195_4,9,6,1000,8000,0.553756,True.png
3,196,4,Structure_3_196_4,5,6,1000,9000,0.241006,True.png
4,196,4,Structure_4_196_4,6,6,1000,9000,0.201735,True.png
5,196,4,Structure_5_196_4,7,6,1000,8000,0.556984,True.png
6,196,4,Structure_6_196_4,8,6,1000,6000,0.649245,True.png
7,196,4,Structure_7_196_4,9,6,1000,6000,0.647888,True.png
3,197,4,Structure_3_197_4,5,6,1000,9000,0.239749,True.png
4,197,4,Structure_4_197_4,6,6,1000,9000,0.182987,True.png
5,197,4,Structure_5_197_4,7,6,1000,9000,0.106498,True.png
6,197,4,Structure_6_197_4,8,6,1000,9000,0.068352,True.png
7,197,4,Structure_7_197_4,9,6,1000,9000,-0.005018,True.png
3,198,4,Structure_3_198_4,5,6,1000,9000,0.5471,True.png
4,198,4,Structure_4_198_4,6,6,1000,7000,0.660267,True.png
5,198,4,Structure_5_198_4,7,6,1000,6000,0.683475,True.png
6,198,4,Structure_6_198_4,8,6,1000,6000,0.664963,True.png
7,198,4,Structure_7_198_4,9,6,1000,6000,0.64798,True.png
3,199,4,Structure_3_199_4,5,6,1000,7000,0.649254,True.png
4,199,4,Structure_4_199_4,6,6,1000,7000,0.660459,True.png
5,199,4,Structure_5_199_4,7,6,1000,7000,0.629657,True.png
6,199,4,Structure_6_199_4,8,6,1000,7000,0.634826,True.png
7,199,4,Structure_7_199_4,9,6,1000,7000,0.604566,True.png
3,200,4,Structure_3_200_4,5,6,1000,8000,0.622092,True.png
4,200,4,Structure_4_200_4,6,6,1000,8000,0.603981,True.png
5,200,4,Structure_5_200_4,7,6,1000,8000,0.585835,True.png
6,200,4,Structure_6_200_4,8,6,1000,7000,0.633193,True.png
7,200,4,Structure_7_200_4,9,6,1000,6000,0.657201,True.png
3,0,5,Structure_3_0_5,5,7,1000,7000,0.608647,True.png
4,0,5,Structure_4_0_5,6,7,1000,6000,0.663713,True.png
5,0,5,Structure_5_0_5,7,7,1000,6000,0.639853,True.png
6,0,5,Structure_6_0_5,8,7,1000,6000,0.652508,True.png
7,0,5,Structure_7_0_5,9,7,1000,6000,0.61863,True.png
3,1,5,Structure_3_1_5,5,7,1000,7000,0.646864,True.png
4,1,5,Structure_4_1_5,6,7,1000,6000,0.692378,True.png
5,1,5,Structure_5_1_5,7,7,1000,6000,0.668223,True.png
6,1,5,Structure_6_1_5,8,7,1000,6000,0.662317,True.png
7,1,5,Structure_7_1_5,9,7,1000,6000,0.628289,True.png
3,2,5,Structure_3_2_5,5,7,1000,12000,0.09237,True.png
4,2,5,Structure_4_2_5,6,7,1000,10000,0.157951,True.png
5,2,5,Structure_5_2_5,7,7,1000,6000,0.669375,True.png
6,2,5,Structure_6_2_5,8,7,1000,6000,0.646475,True.png
7,2,5,Structure_7_2_5,9,7,1000,6000,0.625548,True.png
3,3,5,Structure_3_3_5,5,7,1000,6000,0.730626,True.png
4,3,5,Structure_4_3_5,6,7,1000,6000,0.697467,True.png
5,3,5,Structure_5_3_5,7,7,1000,6000,0.658986,True.png
6,3,5,Structure_6_3_5,8,7,1000,6000,0.624092,True.png
7,3,5,Structure_7_3_5,9,7,1000,6000,0.590162,True.png
3,4,5,Structure_3_4_5,5,7,1000,10000,0.074539,True.png
4,4,5,Structure_4_4_5,6,7,1000,8000,0.505365,True.png
5,4,5,Structure_5_4_5,7,7,1000,7000,0.57083,True.png
6,4,5,Structure_6_4_5,8,7,1000,7000,0.549749,True.png
7,4,5,Structure_7_4_5,9,7,1000,5000,0.636094,True.png
3,5,5,Structure_3_5_5,5,7,1000,7000,0.639716,True.png
4,5,5,Structure_4_5_5,6,7,1000,7000,0.604653,True.png
5,5,5,Structure_5_5_5,7,7,1000,7000,0.570679,True.png
6,5,5,Structure_6_5_5,8,7,1000,7000,0.570343,True.png
7,5,5,Structure_7_5_5,9,7,1000,7000,0.536833,True.png
3,6,5,Structure_3_6_5,5,7,1000,8000,0.592351,True.png
4,6,5,Structure_4_6_5,6,7,1000,6000,0.677791,True.png
5,6,5,Structure_5_6_5,7,7,1000,5000,0.711636,True.png
6,6,5,Structure_6_6_5,8,7,1000,5000,0.67775,True.png
7,6,5,Structure_7_6_5,9,7,1000,5000,0.643881,True.png
3,7,5,Structure_3_7_5,5,7,1000,8000,0.560944,True.png
4,7,5,Structure_4_7_5,6,7,1000,4000,0.757219,True.png
5,7,5,Structure_5_7_5,7,7,1000,4000,0.735979,True.png
6,7,5,Structure_6_7_5,8,7,1000,4000,0.714768,True.png
7,7,5,Structure_7_7_5,9,7,1000,4000,0.691786,True.png
3,8,5,Structure_3_8_5,5,7,1000,8000,0.541894,True.png
4,8,5,Structure_4_8_5,6,7,1000,8000,0.519933,True.png
5,8,5,Structure_5_8_5,7,7,1000,7000,0.626568,True.png
6,8,5,Structure_6_8_5,8,7,1000,7000,0.605417,True.png
7,8,5,Structure_7_8_5,9,7,1000,7000,0.584187,True.png
3,9,5,Structure_3_9_5,5,7,1000,7000,0.631593,True.png
4,9,5,Structure_4_9_5,6,7,1000,7000,0.641155,True.png
5,9,5,Structure_5_9_5,7,7,1000,7000,0.605337,True.png
6,9,5,Structure_6_9_5,8,7,1000,7000,0.614864,True.png
7,9,5,Structure_7_9_5,9,7,1000,7000,0.584393,True.png
3,10,5,Structure_3_10_5,5,7,1000,6000,0.693194,True.png
4,10,5,Structure_4_10_5,6,7,1000,6000,0.672576,True.png
5,10,5,Structure_5_10_5,7,7,1000,6000,0.650963,True.png
6,10,5,Structure_6_10_5,8,7,1000,6000,0.629468,True.png
7,10,5,Structure_7_10_5,9,7,1000,5000,0.642553,True.png
3,11,5,Structure_3_11_5,5,7,1000,8000,0.521787,True.png
4,11,5,Structure_4_11_5,6,7,1000,8000,0.495919,True.png
5,11,5,Structure_5_11_5,7,7,1000,8000,0.474848,True.png
6,11,5,Structure_6_11_5,8,7,1000,6000,0.639364,True.png
7,11,5,Structure_7_11_5,9,7,1000,6000,0.61548,True.png
3,12,5,Structure_3_12_5,5,7,1000,8000,0.549642,True.png
4,12,5,Structure_4_12_5,6,7,1000,8000,0.516735,True.png
5,12,5,Structure_5_12_5,7,7,1000,8000,0.484304,True.png
6,12,5,Structure_6_12_5,8,7,1000,8000,0.461635,True.png
7,12,5,Structure_7_12_5,9,7,1000,8000,0.427407,True.png
3,13,5,Structure_3_13_5,5,7,1000,6000,0.705863,True.png
4,13,5,Structure_4_13_5,6,7,1000,6000,0.684744,True.png
5,13,5,Structure_5_13_5,7,7,1000,6000,0.657582,True.png
6,13,5,Structure_6_13_5,8,7,1000,6000,0.636835,True.png
7,13,5,Structure_7_13_5,9,7,1000,5000,0.619391,True.png
3,14,5,Structure_3_14_5,5,7,1000,8000,0.580796,True.png
4,14,5,Structure_4_14_5,6,7,1000,8000,0.559051,True.png
5,14,5,Structure_5_14_5,7,7,1000,7000,0.597385,True.png
6,14,5,Structure_6_14_5,8,7,1000,6000,0.636249,True.png
7,14,5,Structure_7_14_5,9,7,1000,6000,0.621976,True.png
3,15,5,Structure_3_15_5,5,7,1000,7000,0.642311,True.png
4,15,5,Structure_4_15_5,6,7,1000,7000,0.657923,True.png
5,15,5,Structure_5_15_5,7,7,1000,7000,0.626418,True.png
6,15,5,Structure_6_15_5,8,7,1000,7000,0.592214,True.png
7,15,5,Structure_7_15_5,9,7,1000,7000,0.560421,True.png
3,16,5,Structure_3_16_5,5,7,1000,6000,0.689296,True.png
4,16,5,Structure_4_16_5,6,7,1000,5000,0.70997,True.png
5,16,5,Structure_5_16_5,7,7,1000,5000,0.688303,True.png
6,16,5,Structure_6_16_5,8,7,1000,5000,0.675801,True.png
7,16,5,Structure_7_16_5,9,7,1000,5000,0.644685,True.png
3,17,5,Structure_3_17_5,5,7,1000,6000,0.678375,True.png
4,17,5,Structure_4_17_5,6,7,1000,6000,0.657035,True.png
5,17,5,Structure_5_17_5,7,7,1000,5000,0.677282,True.png
6,17,5,Structure_6_17_5,8,7,1000,5000,0.675711,True.png
7,17,5,Structure_7_17_5,9,7,1000,5000,0.6441,True.png
3,18,5,Structure_3_18_5,5,7,1000,8000,0.596791,True.png
4,18,5,Structure_4_18_5,6,7,1000,5000,0.721272,True.png
5,18,5,Structure_5_18_5,7,7,1000,5000,0.699599,True.png
6,18,5,Structure_6_18_5,8,7,1000,5000,0.665369,True.png
7,18,5,Structure_7_18_5,9,7,1000,5000,0.63124,True.png
3,19,5,Structure_3_19_5,5,7,1000,8000,0.607161,True.png
4,19,5,Structure_4_19_5,6,7,1000,7000,0.661276,True.png
5,19,5,Structure_5_19_5,7,7,1000,7000,0.638601,True.png
6,19,5,Structure_6_19_5,8,7,1000,5000,0.688012,True.png
7,19,5,Structure_7_19_5,9,7,1000,4000,0.667078,True.png
3,20,5,Structure_3_20_5,5,7,1000,8000,0.538955,True.png
4,20,5,Structure_4_20_5,6,7,1000,7000,0.631864,True.png
5,20,5,Structure_5_20_5,7,7,1000,7000,0.597909,True.png
6,20,5,Structure_6_20_5,8,7,1000,7000,0.597358,True.png
7,20,5,Structure_7_20_5,9,7,1000,7000,0.563198,True.png
3,21,5,Structure_3_21_5,5,7,1000,6000,0.736413,True.png
4,21,5,Structure_4_21_5,6,7,1000,6000,0.703177,True.png
5,21,5,Structure_5_21_5,7,7,1000,6000,0.670377,True.png
6,21,5,Structure_6_21_5,8,7,1000,6000,0.655992,True.png
7,21,5,Structure_7_21_5,9,7,1000,6000,0.621985,True.png
3,22,5,Structure_3_22_5,5,7,1000,11000,0.000937,True.png
4,22,5,Structure_4_22_5,6,7,1000,6000,0.697102,True.png
5,22,5,Structure_5_22_5,7,7,1000,5000,0.687494,True.png
6,22,5,Structure_6_22_5,8,7,1000,5000,0.679598,True.png
7,22,5,Structure_7_22_5,9,7,1000,5000,0.645551,True.png
3,23,5,Structure_3_23_5,5,7,1000,8000,0.590626,True.png
4,23,5,Structure_4_23_5,6,7,1000,8000,0.569191,True.png
5,23,5,Structure_5_23_5,7,7,1000,5000,0.687294,True.png
6,23,5,Structure_6_23_5,8,7,1000,5000,0.665992,True.png
7,23,5,Structure_7_23_5,9,7,1000,5000,0.643368,True.png
3,24,5,Structure_3_24_5,5,7,1000,7000,0.625151,True.png
4,24,5,Structure_4_24_5,6,7,1000,5000,0.747578,True.png
5,24,5,Structure_5_24_5,7,7,1000,5000,0.72348,True.png
6,24,5,Structure_6_24_5,8,7,1000,5000,0.689704,True.png
7,24,5,Structure_7_24_5,9,7,1000,5000,0.655081,True.png
3,25,5,Structure_3_25_5,5,7,1000,6000,0.743504,True.png
4,25,5,Structure_4_25_5,6,7,1000,6000,0.716383,True.png
5,25,5,Structure_5_25_5,7,7,1000,6000,0.694113,True.png
6,25,5,Structure_6_25_5,8,7,1000,5000,0.699943,True.png
7,25,5,Structure_7_25_5,9,7,1000,4000,0.696445,True.png
3,26,5,Structure_3_26_5,5,7,1000,7000,0.641471,True.png
4,26,5,Structure_4_26_5,6,7,1000,7000,0.619547,True.png
5,26,5,Structure_5_26_5,7,7,1000,6000,0.679187,True.png
6,26,5,Structure_6_26_5,8,7,1000,6000,0.64478,True.png
7,26,5,Structure_7_26_5,9,7,1000,6000,0.624922,True.png
3,27,5,Structure_3_27_5,5,7,1000,8000,0.536422,True.png
4,27,5,Structure_4_27_5,6,7,1000,5000,0.721848,True.png
5,27,5,Structure_5_27_5,7,7,1000,5000,0.700704,True.png
6,27,5,Structure_6_27_5,8,7,1000,4000,0.689494,True.png
7,27,5,Structure_7_27_5,9,7,1000,4000,0.666722,True.png
3,28,5,Structure_3_28_5,5,7,1000,9000,0.519378,True.png
4,28,5,Structure_4_28_5,6,7,1000,6000,0.67759,True.png
5,28,5,Structure_5_28_5,7,7,1000,6000,0.656308,True.png
6,28,5,Structure_6_28_5,8,7,1000,6000,0.634702,True.png
7,28,5,Structure_7_28_5,9,7,1000,5000,0.618964,True.png
3,29,5,Structure_3_29_5,5,7,1000,6000,0.655839,True.png
4,29,5,Structure_4_29_5,6,7,1000,6000,0.692453,True.png
5,29,5,Structure_5_29_5,7,7,1000,6000,0.683673,True.png
6,29,5,Structure_6_29_5,8,7,1000,6000,0.649597,True.png
7,29,5,Structure_7_29_5,9,7,1000,6000,0.630169,True.png
3,30,5,Structure_3_30_5,5,7,1000,5000,0.745046,True.png
4,30,5,Structure_4_30_5,6,7,1000,5000,0.724301,True.png
5,30,5,Structure_5_30_5,7,7,1000,4000,0.7269,True.png
6,30,5,Structure_6_30_5,8,7,1000,4000,0.693894,True.png
7,30,5,Structure_7_30_5,9,7,1000,4000,0.659027,True.png
3,31,5,Structure_3_31_5,5,7,1000,7000,0.653871,True.png
4,31,5,Structure_4_31_5,6,7,1000,7000,0.624505,True.png
5,31,5,Structure_5_31_5,7,7,1000,7000,0.600106,True.png
6,31,5,Structure_6_31_5,8,7,1000,6000,0.657697,True.png
7,31,5,Structure_7_31_5,9,7,1000,4000,0.685561,True.png
3,32,5,Structure_3_32_5,5,7,1000,11000,-0.250754,True.png
4,32,5,Structure_4_32_5,6,7,1000,10000,-0.106776,True.png
5,32,5,Structure_5_32_5,7,7,1000,8000,0.188388,True.png
6,32,5,Structure_6_32_5,8,7,1000,7000,0.551135,True.png
7,32,5,Structure_7_32_5,9,7,1000,7000,0.517222,True.png
3,33,5,Structure_3_33_5,5,7,1000,8000,0.563863,True.png
4,33,5,Structure_4_33_5,6,7,1000,8000,0.573916,True.png
5,33,5,Structure_5_33_5,7,7,1000,8000,0.570066,True.png
6,33,5,Structure_6_33_5,8,7,1000,8000,0.542364,True.png
7,33,5,Structure_7_33_5,9,7,1000,8000,0.528783,True.png
3,34,5,Structure_3_34_5,5,7,1000,6000,0.690337,True.png
4,34,5,Structure_4_34_5,6,7,1000,5000,0.724529,True.png
5,34,5,Structure_5_34_5,7,7,1000,5000,0.690607,True.png
6,34,5,Structure_6_34_5,8,7,1000,5000,0.679824,True.png
7,34,5,Structure_7_34_5,9,7,1000,5000,0.6452,True.png
3,35,5,Structure_3_35_5,5,7,1000,6000,0.67701,True.png
4,35,5,Structure_4_35_5,6,7,1000,5000,0.738054,True.png
5,35,5,Structure_5_35_5,7,7,1000,5000,0.711104,True.png
6,35,5,Structure_6_35_5,8,7,1000,5000,0.678132,True.png
7,35,5,Structure_7_35_5,9,7,1000,5000,0.645702,True.png
3,36,5,Structure_3_36_5,5,7,1000,7000,0.700633,True.png
4,36,5,Structure_4_36_5,6,7,1000,7000,0.674824,True.png
5,36,5,Structure_5_36_5,7,7,1000,7000,0.651686,True.png
6,36,5,Structure_6_36_5,8,7,1000,6000,0.672863,True.png
7,36,5,Structure_7_36_5,9,7,1000,6000,0.650659,True.png
3,37,5,Structure_3_37_5,5,7,1000,8000,0.538718,True.png
4,37,5,Structure_4_37_5,6,7,1000,8000,0.515041,True.png
5,37,5,Structure_5_37_5,7,7,1000,7000,0.556008,True.png
6,37,5,Structure_6_37_5,8,7,1000,7000,0.521466,True.png
7,37,5,Structure_7_37_5,9,7,1000,7000,0.579529,True.png
3,38,5,Structure_3_38_5,5,7,1000,7000,0.54877,True.png
4,38,5,Structure_4_38_5,6,7,1000,7000,0.657414,True.png
5,38,5,Structure_5_38_5,7,7,1000,7000,0.62285,True.png
6,38,5,Structure_6_38_5,8,7,1000,7000,0.613676,True.png
7,38,5,Structure_7_38_5,9,7,1000,7000,0.581305,True.png
3,39,5,Structure_3_39_5,5,7,1000,8000,0.534899,True.png
4,39,5,Structure_4_39_5,6,7,1000,8000,0.515343,True.png
5,39,5,Structure_5_39_5,7,7,1000,7000,0.613354,True.png
6,39,5,Structure_6_39_5,8,7,1000,5000,0.678569,True.png
7,39,5,Structure_7_39_5,9,7,1000,5000,0.657385,True.png
3,40,5,Structure_3_40_5,5,7,1000,8000,0.257953,True.png
4,40,5,Structure_4_40_5,6,7,1000,7000,0.57718,True.png
5,40,5,Structure_5_40_5,7,7,1000,7000,0.60879,True.png
6,40,5,Structure_6_40_5,8,7,1000,7000,0.573993,True.png
7,40,5,Structure_7_40_5,9,7,1000,7000,0.586859,True.png
3,41,5,Structure_3_41_5,5,7,1000,8000,0.528078,True.png
4,41,5,Structure_4_41_5,6,7,1000,8000,0.506507,True.png
5,41,5,Structure_5_41_5,7,7,1000,7000,0.609002,True.png
6,41,5,Structure_6_41_5,8,7,1000,7000,0.587751,True.png
7,41,5,Structure_7_41_5,9,7,1000,5000,0.64333,True.png
3,42,5,Structure_3_42_5,5,7,1000,9000,0.244502,True.png
4,42,5,Structure_4_42_5,6,7,1000,7000,0.619698,True.png
5,42,5,Structure_5_42_5,7,7,1000,7000,0.589148,True.png
6,42,5,Structure_6_42_5,8,7,1000,7000,0.588794,True.png
7,42,5,Structure_7_42_5,9,7,1000,7000,0.555533,True.png
3,43,5,Structure_3_43_5,5,7,1000,7000,0.644903,True.png
4,43,5,Structure_4_43_5,6,7,1000,7000,0.620142,True.png
5,43,5,Structure_5_43_5,7,7,1000,6000,0.686614,True.png
6,43,5,Structure_6_43_5,8,7,1000,6000,0.653837,True.png
7,43,5,Structure_7_43_5,9,7,1000,6000,0.61905,True.png
3,44,5,Structure_3_44_5,5,7,1000,7000,0.641825,True.png
4,44,5,Structure_4_44_5,6,7,1000,5000,0.733784,True.png
5,44,5,Structure_5_44_5,7,7,1000,4000,0.72941,True.png
6,44,5,Structure_6_44_5,8,7,1000,4000,0.708913,True.png
7,44,5,Structure_7_44_5,9,7,1000,4000,0.687037,True.png
3,45,5,Structure_3_45_5,5,7,1000,7000,0.644838,True.png
4,45,5,Structure_4_45_5,6,7,1000,6000,0.701552,True.png
5,45,5,Structure_5_45_5,7,7,1000,6000,0.680117,True.png
6,45,5,Structure_6_45_5,8,7,1000,4000,0.703531,True.png
7,45,5,Structure_7_45_5,9,7,1000,4000,0.669327,True.png
3,46,5,Structure_3_46_5,5,7,1000,8000,0.492798,True.png
4,46,5,Structure_4_46_5,6,7,1000,6000,0.684314,True.png
5,46,5,Structure_5_46_5,7,7,1000,6000,0.662116,True.png
6,46,5,Structure_6_46_5,8,7,1000,6000,0.644409,True.png
7,46,5,Structure_7_46_5,9,7,1000,6000,0.610054,True.png
3,47,5,Structure_3_47_5,5,7,1000,8000,0.540506,True.png
4,47,5,Structure_4_47_5,6,7,1000,6000,0.665152,True.png
5,47,5,Structure_5_47_5,7,7,1000,6000,0.645339,True.png
6,47,5,Structure_6_47_5,8,7,1000,5000,0.673326,True.png
7,47,5,Structure_7_47_5,9,7,1000,5000,0.651672,True.png
3,48,5,Structure_3_48_5,5,7,1000,6000,0.659853,True.png
4,48,5,Structure_4_48_5,6,7,1000,6000,0.676612,True.png
5,48,5,Structure_5_48_5,7,7,1000,6000,0.669966,True.png
6,48,5,Structure_6_48_5,8,7,1000,6000,0.637748,True.png
7,48,5,Structure_7_48_5,9,7,1000,6000,0.604334,True.png
3,49,5,Structure_3_49_5,5,7,1000,8000,0.553848,True.png
4,49,5,Structure_4_49_5,6,7,1000,7000,0.666826,True.png
5,49,5,Structure_5_49_5,7,7,1000,6000,0.694569,True.png
6,49,5,Structure_6_49_5,8,7,1000,4000,0.716047,True.png
7,49,5,Structure_7_49_5,9,7,1000,4000,0.69485,True.png
3,50,5,Structure_3_50_5,5,7,1000,7000,0.596928,True.png
4,50,5,Structure_4_50_5,6,7,1000,6000,0.693375,True.png
5,50,5,Structure_5_50_5,7,7,1000,6000,0.68171,True.png
6,50,5,Structure_6_50_5,8,7,1000,6000,0.650925,True.png
7,50,5,Structure_7_50_5,9,7,1000,6000,0.616865,True.png
3,51,5,Structure_3_51_5,5,7,1000,5000,0.755807,True.png
4,51,5,Structure_4_51_5,6,7,1000,5000,0.733266,True.png
5,51,5,Structure_5_51_5,7,7,1000,5000,0.711998,True.png
6,51,5,Structure_6_51_5,8,7,1000,5000,0.690524,True.png
7,51,5,Structure_7_51_5,9,7,1000,4000,0.659121,True.png
3,52,5,Structure_3_52_5,5,7,1000,7000,0.674926,True.png
4,52,5,Structure_4_52_5,6,7,1000,5000,0.749511,True.png
5,52,5,Structure_5_52_5,7,7,1000,5000,0.714788,True.png
6,52,5,Structure_6_52_5,8,7,1000,5000,0.681983,True.png
7,52,5,Structure_7_52_5,9,7,1000,5000,0.647644,True.png
3,53,5,Structure_3_53_5,5,7,1000,5000,0.745547,True.png
4,53,5,Structure_4_53_5,6,7,1000,5000,0.725098,True.png
5,53,5,Structure_5_53_5,7,7,1000,4000,0.725404,True.png
6,53,5,Structure_6_53_5,8,7,1000,4000,0.691291,True.png
7,53,5,Structure_7_53_5,9,7,1000,4000,0.656158,True.png
3,54,5,Structure_3_54_5,5,7,1000,6000,0.705341,True.png
4,54,5,Structure_4_54_5,6,7,1000,6000,0.679629,True.png
5,54,5,Structure_5_54_5,7,7,1000,4000,0.727351,True.png
6,54,5,Structure_6_54_5,8,7,1000,4000,0.702822,True.png
7,54,5,Structure_7_54_5,9,7,1000,4000,0.668371,True.png
3,55,5,Structure_3_55_5,5,7,1000,11000,0.006915,True.png
4,55,5,Structure_4_55_5,6,7,1000,10000,0.054963,True.png
5,55,5,Structure_5_55_5,7,7,1000,9000,0.498878,True.png
6,55,5,Structure_6_55_5,8,7,1000,7000,0.628554,True.png
7,55,5,Structure_7_55_5,9,7,1000,6000,0.645122,True.png
3,56,5,Structure_3_56_5,5,7,1000,9000,0.249711,True.png
4,56,5,Structure_4_56_5,6,7,1000,9000,0.247306,True.png
5,56,5,Structure_5_56_5,7,7,1000,9000,0.146654,True.png
6,56,5,Structure_6_56_5,8,7,1000,9000,0.463114,True.png
7,56,5,Structure_7_56_5,9,7,1000,9000,0.438555,True.png
3,57,5,Structure_3_57_5,5,7,1000,7000,0.673108,True.png
4,57,5,Structure_4_57_5,6,7,1000,7000,0.650303,True.png
5,57,5,Structure_5_57_5,7,7,1000,7000,0.616193,True.png
6,57,5,Structure_6_57_5,8,7,1000,7000,0.606055,True.png
7,57,5,Structure_7_57_5,9,7,1000,7000,0.573085,True.png
3,58,5,Structure_3_58_5,5,7,1000,6000,0.710252,True.png
4,58,5,Structure_4_58_5,6,7,1000,6000,0.689089,True.png
5,58,5,Structure_5_58_5,7,7,1000,6000,0.667582,True.png
6,58,5,Structure_6_58_5,8,7,1000,6000,0.644376,True.png
7,58,5,Structure_7_58_5,9,7,1000,6000,0.622965,True.png
3,59,5,Structure_3_59_5,5,7,1000,7000,0.646591,True.png
4,59,5,Structure_4_59_5,6,7,1000,6000,0.717616,True.png
5,59,5,Structure_5_59_5,7,7,1000,6000,0.683806,True.png
6,59,5,Structure_6_59_5,8,7,1000,6000,0.649558,True.png
7,59,5,Structure_7_59_5,9,7,1000,6000,0.614735,True.png
3,60,5,Structure_3_60_5,5,7,1000,5000,0.747562,True.png
4,60,5,Structure_4_60_5,6,7,1000,5000,0.733635,True.png
5,60,5,Structure_5_60_5,7,7,1000,5000,0.71074,True.png
6,60,5,Structure_6_60_5,8,7,1000,5000,0.689501,True.png
7,60,5,Structure_7_60_5,9,7,1000,4000,0.667529,True.png
3,61,5,Structure_3_61_5,5,7,1000,6000,0.692382,True.png
4,61,5,Structure_4_61_5,6,7,1000,6000,0.668272,True.png
5,61,5,Structure_5_61_5,7,7,1000,6000,0.644548,True.png
6,61,5,Structure_6_61_5,8,7,1000,6000,0.623132,True.png
7,61,5,Structure_7_61_5,9,7,1000,5000,0.618381,True.png
3,62,5,Structure_3_62_5,5,7,1000,7000,0.621667,True.png
4,62,5,Structure_4_62_5,6,7,1000,6000,0.654352,True.png
5,62,5,Structure_5_62_5,7,7,1000,6000,0.633822,True.png
6,62,5,Structure_6_62_5,8,7,1000,6000,0.599229,True.png
7,62,5,Structure_7_62_5,9,7,1000,6000,0.565107,True.png
3,63,5,Structure_3_63_5,5,7,1000,6000,0.694394,True.png
4,63,5,Structure_4_63_5,6,7,1000,5000,0.698402,True.png
5,63,5,Structure_5_63_5,7,7,1000,5000,0.677264,True.png
6,63,5,Structure_6_63_5,8,7,1000,5000,0.670365,True.png
7,63,5,Structure_7_63_5,9,7,1000,5000,0.637014,True.png
3,64,5,Structure_3_64_5,5,7,1000,6000,0.697604,True.png
4,64,5,Structure_4_64_5,6,7,1000,6000,0.675716,True.png
5,64,5,Structure_5_64_5,7,7,1000,5000,0.685871,True.png
6,64,5,Structure_6_64_5,8,7,1000,5000,0.664473,True.png
7,64,5,Structure_7_64_5,9,7,1000,5000,0.64396,True.png
3,65,5,Structure_3_65_5,5,7,1000,6000,0.711119,True.png
4,65,5,Structure_4_65_5,6,7,1000,5000,0.720026,True.png
5,65,5,Structure_5_65_5,7,7,1000,5000,0.710669,True.png
6,65,5,Structure_6_65_5,8,7,1000,5000,0.676258,True.png
7,65,5,Structure_7_65_5,9,7,1000,5000,0.642629,True.png
3,66,5,Structure_3_66_5,5,7,1000,8000,0.538338,True.png
4,66,5,Structure_4_66_5,6,7,1000,8000,0.516956,True.png
5,66,5,Structure_5_66_5,7,7,1000,7000,0.59788,True.png
6,66,5,Structure_6_66_5,8,7,1000,5000,0.6895,True.png
7,66,5,Structure_7_66_5,9,7,1000,4000,0.657815,True.png
3,67,5,Structure_3_67_5,5,7,1000,7000,0.548392,True.png
4,67,5,Structure_4_67_5,6,7,1000,7000,0.584026,True.png
5,67,5,Structure_5_67_5,7,7,1000,7000,0.583821,True.png
6,67,5,Structure_6_67_5,8,7,1000,7000,0.570387,True.png
7,67,5,Structure_7_67_5,9,7,1000,7000,0.550414,True.png
3,68,5,Structure_3_68_5,5,7,1000,8000,0.537915,True.png
4,68,5,Structure_4_68_5,6,7,1000,8000,0.518931,True.png
5,68,5,Structure_5_68_5,7,7,1000,6000,0.669621,True.png
6,68,5,Structure_6_68_5,8,7,1000,5000,0.682217,True.png
7,68,5,Structure_7_68_5,9,7,1000,5000,0.658118,True.png
3,69,5,Structure_3_69_5,5,7,1000,9000,0.483261,True.png
4,69,5,Structure_4_69_5,6,7,1000,8000,0.560738,True.png
5,69,5,Structure_5_69_5,7,7,1000,8000,0.53883,True.png
6,69,5,Structure_6_69_5,8,7,1000,6000,0.634458,True.png
7,69,5,Structure_7_69_5,9,7,1000,6000,0.627142,True.png
3,70,5,Structure_3_70_5,5,7,1000,8000,0.564789,True.png
4,70,5,Structure_4_70_5,6,7,1000,8000,0.616897,True.png
5,70,5,Structure_5_70_5,7,7,1000,8000,0.596149,True.png
6,70,5,Structure_6_70_5,8,7,1000,8000,0.562921,True.png
7,70,5,Structure_7_70_5,9,7,1000,8000,0.528331,True.png
3,71,5,Structure_3_71_5,5,7,1000,6000,0.712855,True.png
4,71,5,Structure_4_71_5,6,7,1000,5000,0.732272,True.png
5,71,5,Structure_5_71_5,7,7,1000,5000,0.7112,True.png
6,71,5,Structure_6_71_5,8,7,1000,5000,0.690311,True.png
7,71,5,Structure_7_71_5,9,7,1000,5000,0.669189,True.png
3,72,5,Structure_3_72_5,5,7,1000,8000,0.593,True.png
4,72,5,Structure_4_72_5,6,7,1000,7000,0.637536,True.png
