in:Amount columns X,in:Seed for random numbers,in:Amount columns Y,out:name,out:Number of columns X,out:Number of columns Y,out:Column spacing minimum (mm),out:Beam span maximum (mm),out:Y-Label,img
3,157,3,Structure_3_157_3,5,5,1000,7000,0.67064,True.png
4,157,3,Structure_4_157_3,6,5,1000,7000,0.643409,True.png
5,157,3,Structure_5_157_3,7,5,1000,7000,0.615225,True.png
6,157,3,Structure_6_157_3,8,5,1000,7000,0.618558,True.png
7,157,3,Structure_7_157_3,9,5,1000,7000,0.591138,True.png
3,158,3,Structure_3_158_3,5,5,2000,7000,0.716163,True.png
4,158,3,Structure_4_158_3,6,5,1000,7000,0.700753,True.png
5,158,3,Structure_5_158_3,7,5,1000,5000,0.743384,True.png
6,158,3,Structure_6_158_3,8,5,1000,5000,0.715032,True.png
7,158,3,Structure_7_158_3,9,5,1000,5000,0.686293,True.png
3,159,3,Structure_3_159_3,5,5,2000,7000,0.739503,True.png
4,159,3,Structure_4_159_3,6,5,1000,7000,0.714425,True.png
5,159,3,Structure_5_159_3,7,5,1000,7000,0.685714,True.png
6,159,3,Structure_6_159_3,8,5,1000,7000,0.659858,True.png
7,159,3,Structure_7_159_3,9,5,1000,7000,0.632805,True.png
3,160,3,Structure_3_160_3,5,5,2000,6000,0.756466,True.png
4,160,3,Structure_4_160_3,6,5,1000,6000,0.740384,True.png
5,160,3,Structure_5_160_3,7,5,1000,6000,0.725191,True.png
6,160,3,Structure_6_160_3,8,5,1000,4000,0.749739,True.png
7,160,3,Structure_7_160_3,9,5,1000,4000,0.721685,True.png
3,161,3,Structure_3_161_3,5,5,1000,6000,0.741586,True.png
4,161,3,Structure_4_161_3,6,5,1000,6000,0.713924,True.png
5,161,3,Structure_5_161_3,7,5,1000,6000,0.688917,True.png
6,161,3,Structure_6_161_3,8,5,1000,6000,0.680038,True.png
7,161,3,Structure_7_161_3,9,5,1000,6000,0.651871,True.png
3,162,3,Structure_3_162_3,5,5,1000,10000,0.309135,True.png
4,162,3,Structure_4_162_3,6,5,1000,7000,0.709447,True.png
5,162,3,Structure_5_162_3,7,5,1000,5000,0.737628,True.png
6,162,3,Structure_6_162_3,8,5,1000,5000,0.709357,True.png
7,162,3,Structure_7_162_3,9,5,1000,5000,0.7083,True.png
3,163,3,Structure_3_163_3,5,5,1000,10000,0.105684,True.png
4,163,3,Structure_4_163_3,6,5,1000,10000,0.202973,True.png
5,163,3,Structure_5_163_3,7,5,1000,10000,0.214264,True.png
6,163,3,Structure_6_163_3,8,5,1000,10000,0.139229,True.png
7,163,3,Structure_7_163_3,9,5,1000,10000,0.090436,True.png
3,164,3,Structure_3_164_3,5,5,1000,8000,0.393493,True.png
4,164,3,Structure_4_164_3,6,5,1000,8000,0.340782,True.png
5,164,3,Structure_5_164_3,7,5,1000,8000,0.559281,True.png
6,164,3,Structure_6_164_3,8,5,1000,8000,0.532891,True.png
7,164,3,Structure_7_164_3,9,5,1000,8000,0.511138,True.png
3,165,3,Structure_3_165_3,5,5,1000,11000,0.100621,True.png
4,165,3,Structure_4_165_3,6,5,1000,7000,0.666547,True.png
5,165,3,Structure_5_165_3,7,5,1000,7000,0.669151,True.png
6,165,3,Structure_6_165_3,8,5,1000,7000,0.646343,True.png
7,165,3,Structure_7_165_3,9,5,1000,7000,0.636958,True.png
3,166,3,Structure_3_166_3,5,5,1000,11000,0.105105,True.png
4,166,3,Structure_4_166_3,6,5,1000,11000,0.271227,True.png
5,166,3,Structure_5_166_3,7,5,1000,11000,0.263236,True.png
6,166,3,Structure_6_166_3,8,5,1000,11000,0.275346,True.png
7,166,3,Structure_7_166_3,9,5,1000,11000,0.250924,True.png
3,167,3,Structure_3_167_3,5,5,1000,9000,0.398689,True.png
4,167,3,Structure_4_167_3,6,5,1000,8000,0.352148,True.png
5,167,3,Structure_5_167_3,7,5,1000,7000,0.674542,True.png
6,167,3,Structure_6_167_3,8,5,1000,7000,0.649336,True.png
7,167,3,Structure_7_167_3,9,5,1000,7000,0.621439,True.png
3,168,3,Structure_3_168_3,5,5,2000,9000,0.248961,True.png
4,168,3,Structure_4_168_3,6,5,2000,9000,0.278831,True.png
5,168,3,Structure_5_168_3,7,5,1000,9000,0.212426,True.png
6,168,3,Structure_6_168_3,8,5,1000,9000,0.152519,True.png
7,168,3,Structure_7_168_3,9,5,1000,9000,0.097509,True.png
3,169,3,Structure_3_169_3,5,5,1000,7000,0.71294,True.png
4,169,3,Structure_4_169_3,6,5,1000,7000,0.686479,True.png
5,169,3,Structure_5_169_3,7,5,1000,7000,0.691572,True.png
6,169,3,Structure_6_169_3,8,5,1000,7000,0.663933,True.png
7,169,3,Structure_7_169_3,9,5,1000,7000,0.637247,True.png
3,170,3,Structure_3_170_3,5,5,1000,6000,0.735703,True.png
4,170,3,Structure_4_170_3,6,5,1000,6000,0.720826,True.png
5,170,3,Structure_5_170_3,7,5,1000,6000,0.705796,True.png
6,170,3,Structure_6_170_3,8,5,1000,5000,0.717536,True.png
7,170,3,Structure_7_170_3,9,5,1000,5000,0.691413,True.png
3,171,3,Structure_3_171_3,5,5,1000,9000,0.407179,True.png
4,171,3,Structure_4_171_3,6,5,1000,7000,0.612633,True.png
5,171,3,Structure_5_171_3,7,5,1000,7000,0.595635,True.png
6,171,3,Structure_6_171_3,8,5,1000,6000,0.658858,True.png
7,171,3,Structure_7_171_3,9,5,1000,6000,0.631439,True.png
3,172,3,Structure_3_172_3,5,5,1000,9000,0.24585,True.png
4,172,3,Structure_4_172_3,6,5,1000,9000,0.361925,True.png
5,172,3,Structure_5_172_3,7,5,1000,9000,0.119524,True.png
6,172,3,Structure_6_172_3,8,5,1000,9000,0.053364,True.png
7,172,3,Structure_7_172_3,9,5,1000,9000,0.034173,True.png
3,173,3,Structure_3_173_3,5,5,2000,7000,0.669899,True.png
4,173,3,Structure_4_173_3,6,5,1000,7000,0.641245,True.png
5,173,3,Structure_5_173_3,7,5,1000,7000,0.613414,True.png
6,173,3,Structure_6_173_3,8,5,1000,7000,0.584556,True.png
7,173,3,Structure_7_173_3,9,5,1000,7000,0.627725,True.png
3,174,3,Structure_3_174_3,5,5,1000,7000,0.666804,True.png
4,174,3,Structure_4_174_3,6,5,1000,7000,0.651677,True.png
5,174,3,Structure_5_174_3,7,5,1000,7000,0.633589,True.png
6,174,3,Structure_6_174_3,8,5,1000,6000,0.656254,True.png
7,174,3,Structure_7_174_3,9,5,1000,6000,0.650981,True.png
3,175,3,Structure_3_175_3,5,5,1000,7000,0.601783,True.png
4,175,3,Structure_4_175_3,6,5,1000,7000,0.681017,True.png
5,175,3,Structure_5_175_3,7,5,1000,7000,0.657443,True.png
6,175,3,Structure_6_175_3,8,5,1000,7000,0.659686,True.png
7,175,3,Structure_7_175_3,9,5,1000,7000,0.647268,True.png
3,176,3,Structure_3_176_3,5,5,1000,10000,0.181277,True.png
4,176,3,Structure_4_176_3,6,5,1000,10000,0.135433,True.png
5,176,3,Structure_5_176_3,7,5,1000,7000,0.565752,True.png
6,176,3,Structure_6_176_3,8,5,1000,7000,0.54951,True.png
7,176,3,Structure_7_176_3,9,5,1000,7000,0.53293,True.png
3,177,3,Structure_3_177_3,5,5,1000,10000,0.190894,True.png
4,177,3,Structure_4_177_3,6,5,1000,10000,0.230582,True.png
5,177,3,Structure_5_177_3,7,5,1000,10000,0.220718,True.png
6,177,3,Structure_6_177_3,8,5,1000,10000,0.170067,True.png
7,177,3,Structure_7_177_3,9,5,1000,10000,0.133353,True.png
3,178,3,Structure_3_178_3,5,5,1000,7000,0.631609,True.png
4,178,3,Structure_4_178_3,6,5,1000,7000,0.624587,True.png
5,178,3,Structure_5_178_3,7,5,1000,7000,0.638775,True.png
6,178,3,Structure_6_178_3,8,5,1000,7000,0.609045,True.png
7,178,3,Structure_7_178_3,9,5,1000,7000,0.593499,True.png
3,179,3,Structure_3_179_3,5,5,1000,10000,0.268226,True.png
4,179,3,Structure_4_179_3,6,5,1000,8000,0.593138,True.png
5,179,3,Structure_5_179_3,7,5,1000,8000,0.577693,True.png
6,179,3,Structure_6_179_3,8,5,1000,6000,0.66829,True.png
7,179,3,Structure_7_179_3,9,5,1000,6000,0.658452,True.png
3,180,3,Structure_3_180_3,5,5,1000,10000,0.182072,True.png
4,180,3,Structure_4_180_3,6,5,1000,10000,0.112905,True.png
5,180,3,Structure_5_180_3,7,5,1000,10000,0.13033,True.png
6,180,3,Structure_6_180_3,8,5,1000,10000,0.138942,True.png
7,180,3,Structure_7_180_3,9,5,1000,10000,0.073531,True.png
3,181,3,Structure_3_181_3,5,5,1000,8000,0.391839,True.png
4,181,3,Structure_4_181_3,6,5,1000,8000,0.354796,True.png
5,181,3,Structure_5_181_3,7,5,1000,8000,0.627343,True.png
6,181,3,Structure_6_181_3,8,5,1000,8000,0.599413,True.png
7,181,3,Structure_7_181_3,9,5,1000,8000,0.576554,True.png
3,182,3,Structure_3_182_3,5,5,2000,8000,0.407138,True.png
4,182,3,Structure_4_182_3,6,5,2000,8000,0.644755,True.png
5,182,3,Structure_5_182_3,7,5,1000,8000,0.617781,True.png
6,182,3,Structure_6_182_3,8,5,1000,8000,0.589211,True.png
7,182,3,Structure_7_182_3,9,5,1000,8000,0.55598,True.png
3,183,3,Structure_3_183_3,5,5,1000,10000,0.197176,True.png
4,183,3,Structure_4_183_3,6,5,1000,10000,0.162281,True.png
5,183,3,Structure_5_183_3,7,5,1000,7000,0.5961,True.png
6,183,3,Structure_6_183_3,8,5,1000,7000,0.567569,True.png
7,183,3,Structure_7_183_3,9,5,1000,7000,0.540351,True.png
3,184,3,Structure_3_184_3,5,5,1000,10000,-0.206989,True.png
4,184,3,Structure_4_184_3,6,5,1000,10000,-0.092036,True.png
5,184,3,Structure_5_184_3,7,5,1000,10000,0.410468,True.png
6,184,3,Structure_6_184_3,8,5,1000,10000,0.215187,True.png
7,184,3,Structure_7_184_3,9,5,1000,10000,0.097212,True.png
3,185,3,Structure_3_185_3,5,5,1000,11000,-0.252833,True.png
4,185,3,Structure_4_185_3,6,5,1000,10000,-0.260505,True.png
5,185,3,Structure_5_185_3,7,5,1000,10000,-0.095215,True.png
6,185,3,Structure_6_185_3,8,5,1000,10000,-0.034904,True.png
7,185,3,Structure_7_185_3,9,5,1000,10000,-0.040271,True.png
3,186,3,Structure_3_186_3,5,5,1000,11000,0.245724,True.png
4,186,3,Structure_4_186_3,6,5,1000,11000,0.07418,True.png
5,186,3,Structure_5_186_3,7,5,1000,11000,0.016242,True.png
6,186,3,Structure_6_186_3,8,5,1000,11000,0.052505,True.png
7,186,3,Structure_7_186_3,9,5,1000,11000,-0.003337,True.png
3,187,3,Structure_3_187_3,5,5,1000,6000,0.692404,True.png
4,187,3,Structure_4_187_3,6,5,1000,6000,0.705961,True.png
5,187,3,Structure_5_187_3,7,5,1000,6000,0.71494,True.png
6,187,3,Structure_6_187_3,8,5,1000,6000,0.687594,True.png
7,187,3,Structure_7_187_3,9,5,1000,6000,0.659679,True.png
3,188,3,Structure_3_188_3,5,5,1000,8000,0.607905,True.png
4,188,3,Structure_4_188_3,6,5,1000,7000,0.658828,True.png
5,188,3,Structure_5_188_3,7,5,1000,7000,0.641912,True.png
6,188,3,Structure_6_188_3,8,5,1000,7000,0.626758,True.png
7,188,3,Structure_7_188_3,9,5,1000,7000,0.611036,True.png
3,189,3,Structure_3_189_3,5,5,1000,8000,0.650054,True.png
4,189,3,Structure_4_189_3,6,5,1000,8000,0.655771,True.png
5,189,3,Structure_5_189_3,7,5,1000,8000,0.636305,True.png
6,189,3,Structure_6_189_3,8,5,1000,8000,0.607978,True.png
7,189,3,Structure_7_189_3,9,5,1000,8000,0.58076,True.png
3,190,3,Structure_3_190_3,5,5,1000,9000,0.335027,True.png
4,190,3,Structure_4_190_3,6,5,1000,6000,0.739913,True.png
5,190,3,Structure_5_190_3,7,5,1000,6000,0.724026,True.png
6,190,3,Structure_6_190_3,8,5,1000,5000,0.718276,True.png
7,190,3,Structure_7_190_3,9,5,1000,5000,0.699642,True.png
3,191,3,Structure_3_191_3,5,5,1000,9000,-0.0119,True.png
4,191,3,Structure_4_191_3,6,5,1000,9000,-0.086499,True.png
5,191,3,Structure_5_191_3,7,5,1000,9000,-0.155027,True.png
6,191,3,Structure_6_191_3,8,5,1000,9000,0.09179,True.png
7,191,3,Structure_7_191_3,9,5,1000,9000,0.057049,True.png
3,192,3,Structure_3_192_3,5,5,1000,9000,-0.012397,True.png
4,192,3,Structure_4_192_3,6,5,1000,9000,0.15193,True.png
5,192,3,Structure_5_192_3,7,5,1000,9000,0.406617,True.png
6,192,3,Structure_6_192_3,8,5,1000,9000,0.135162,True.png
7,192,3,Structure_7_192_3,9,5,1000,9000,0.084925,True.png
3,193,3,Structure_3_193_3,5,5,1000,9000,0.403348,True.png
4,193,3,Structure_4_193_3,6,5,1000,9000,0.379634,True.png
5,193,3,Structure_5_193_3,7,5,1000,9000,0.220128,True.png
6,193,3,Structure_6_193_3,8,5,1000,9000,0.196854,True.png
7,193,3,Structure_7_193_3,9,5,1000,9000,0.107514,True.png
3,194,3,Structure_3_194_3,5,5,1000,8000,0.608776,True.png
4,194,3,Structure_4_194_3,6,5,1000,8000,0.591612,True.png
5,194,3,Structure_5_194_3,7,5,1000,7000,0.644147,True.png
6,194,3,Structure_6_194_3,8,5,1000,6000,0.681052,True.png
7,194,3,Structure_7_194_3,9,5,1000,6000,0.663875,True.png
3,195,3,Structure_3_195_3,5,5,1000,8000,0.626767,True.png
4,195,3,Structure_4_195_3,6,5,1000,8000,0.600236,True.png
5,195,3,Structure_5_195_3,7,5,1000,8000,0.621457,True.png
6,195,3,Structure_6_195_3,8,5,1000,8000,0.610727,True.png
7,195,3,Structure_7_195_3,9,5,1000,8000,0.582535,True.png
3,196,3,Structure_3_196_3,5,5,1000,9000,0.432236,True.png
4,196,3,Structure_4_196_3,6,5,1000,9000,0.415531,True.png
5,196,3,Structure_5_196_3,7,5,1000,8000,0.584456,True.png
6,196,3,Structure_6_196_3,8,5,1000,6000,0.674521,True.png
7,196,3,Structure_7_196_3,9,5,1000,6000,0.675185,True.png
3,197,3,Structure_3_197_3,5,5,1000,9000,0.406089,True.png
4,197,3,Structure_4_197_3,6,5,1000,9000,0.230397,True.png
5,197,3,Structure_5_197_3,7,5,1000,9000,0.161109,True.png
6,197,3,Structure_6_197_3,8,5,1000,9000,0.130968,True.png
7,197,3,Structure_7_197_3,9,5,1000,9000,0.064478,True.png
3,198,3,Structure_3_198_3,5,5,1000,9000,0.381318,True.png
4,198,3,Structure_4_198_3,6,5,1000,7000,0.650988,True.png
5,198,3,Structure_5_198_3,7,5,1000,6000,0.664988,True.png
6,198,3,Structure_6_198_3,8,5,1000,6000,0.636368,True.png
7,198,3,Structure_7_198_3,9,5,1000,6000,0.608377,True.png
3,199,3,Structure_3_199_3,5,5,1000,9000,0.382471,True.png
4,199,3,Structure_4_199_3,6,5,1000,9000,0.48585,True.png
5,199,3,Structure_5_199_3,7,5,1000,9000,0.481169,True.png
6,199,3,Structure_6_199_3,8,5,1000,9000,0.51585,True.png
7,199,3,Structure_7_199_3,9,5,1000,9000,0.488166,True.png
3,200,3,Structure_3_200_3,5,5,1000,8000,0.609665,True.png
4,200,3,Structure_4_200_3,6,5,1000,8000,0.594357,True.png
5,200,3,Structure_5_200_3,7,5,1000,8000,0.579041,True.png
6,200,3,Structure_6_200_3,8,5,1000,7000,0.629093,True.png
7,200,3,Structure_7_200_3,9,5,1000,6000,0.605442,True.png
3,0,4,Structure_3_0_4,5,6,1000,7000,0.597142,True.png
4,0,4,Structure_4_0_4,6,6,1000,7000,0.650247,True.png
5,0,4,Structure_5_0_4,7,6,1000,7000,0.619983,True.png
6,0,4,Structure_6_0_4,8,6,1000,7000,0.637969,True.png
7,0,4,Structure_7_0_4,9,6,1000,7000,0.60735,True.png
3,1,4,Structure_3_1_4,5,6,1000,7000,0.675471,True.png
4,1,4,Structure_4_1_4,6,6,1000,6000,0.716975,True.png
5,1,4,Structure_5_1_4,7,6,1000,6000,0.693643,True.png
6,1,4,Structure_6_1_4,8,6,1000,6000,0.694151,True.png
7,1,4,Structure_7_1_4,9,6,1000,6000,0.66369,True.png
3,2,4,Structure_3_2_4,5,6,1000,12000,-0.073316,True.png
4,2,4,Structure_4_2_4,6,6,1000,10000,0.222429,True.png
5,2,4,Structure_5_2_4,7,6,1000,6000,0.69571,True.png
6,2,4,Structure_6_2_4,8,6,1000,6000,0.675561,True.png
7,2,4,Structure_7_2_4,9,6,1000,6000,0.656031,True.png
3,3,4,Structure_3_3_4,5,6,1000,10000,0.425685,True.png
4,3,4,Structure_4_3_4,6,6,1000,10000,0.249295,True.png
5,3,4,Structure_5_3_4,7,6,1000,10000,0.188462,True.png
6,3,4,Structure_6_3_4,8,6,1000,10000,0.117188,True.png
7,3,4,Structure_7_3_4,9,6,1000,10000,0.065646,True.png
3,4,4,Structure_3_4_4,5,6,1000,10000,0.12715,True.png
4,4,4,Structure_4_4_4,6,6,1000,8000,0.535976,True.png
5,4,4,Structure_5_4_4,7,6,1000,7000,0.607202,True.png
6,4,4,Structure_6_4_4,8,6,1000,7000,0.589228,True.png
7,4,4,Structure_7_4_4,9,6,1000,5000,0.666719,True.png
3,5,4,Structure_3_5_4,5,6,1000,8000,0.565092,True.png
4,5,4,Structure_4_5_4,6,6,1000,8000,0.535409,True.png
5,5,4,Structure_5_5_4,7,6,1000,8000,0.505416,True.png
6,5,4,Structure_6_5_4,8,6,1000,8000,0.500243,True.png
7,5,4,Structure_7_5_4,9,6,1000,8000,0.468674,True.png
3,6,4,Structure_3_6_4,5,6,1000,8000,0.621629,True.png
4,6,4,Structure_4_6_4,6,6,1000,6000,0.710538,True.png
5,6,4,Structure_5_6_4,7,6,1000,5000,0.734506,True.png
6,6,4,Structure_6_6_4,8,6,1000,5000,0.703572,True.png
7,6,4,Structure_7_6_4,9,6,1000,5000,0.672628,True.png
3,7,4,Structure_3_7_4,5,6,1000,8000,0.546362,True.png
4,7,4,Structure_4_7_4,6,6,1000,6000,0.731308,True.png
5,7,4,Structure_5_7_4,7,6,1000,6000,0.699758,True.png
6,7,4,Structure_6_7_4,8,6,1000,6000,0.668643,True.png
7,7,4,Structure_7_7_4,9,6,1000,6000,0.639538,True.png
3,8,4,Structure_3_8_4,5,6,1000,8000,0.569047,True.png
4,8,4,Structure_4_8_4,6,6,1000,8000,0.549605,True.png
5,8,4,Structure_5_8_4,7,6,1000,7000,0.660781,True.png
6,8,4,Structure_6_8_4,8,6,1000,7000,0.642644,True.png
7,8,4,Structure_7_8_4,9,6,1000,7000,0.624437,True.png
3,9,4,Structure_3_9_4,5,6,1000,8000,0.390772,True.png
4,9,4,Structure_4_9_4,6,6,1000,8000,0.530997,True.png
5,9,4,Structure_5_9_4,7,6,1000,8000,0.505046,True.png
6,9,4,Structure_6_9_4,8,6,1000,8000,0.500464,True.png
7,9,4,Structure_7_9_4,9,6,1000,8000,0.475824,True.png
3,10,4,Structure_3_10_4,5,6,1000,6000,0.721377,True.png
4,10,4,Structure_4_10_4,6,6,1000,6000,0.703845,True.png
5,10,4,Structure_5_10_4,7,6,1000,6000,0.685254,True.png
6,10,4,Structure_6_10_4,8,6,1000,6000,0.666779,True.png
7,10,4,Structure_7_10_4,9,6,1000,5000,0.669637,True.png
3,11,4,Structure_3_11_4,5,6,1000,8000,0.545234,True.png
4,11,4,Structure_4_11_4,6,6,1000,8000,0.519336,True.png
5,11,4,Structure_5_11_4,7,6,1000,8000,0.500624,True.png
6,11,4,Structure_6_11_4,8,6,1000,6000,0.663909,True.png
7,11,4,Structure_7_11_4,9,6,1000,6000,0.642702,True.png
3,12,4,Structure_3_12_4,5,6,1000,8000,0.5649,True.png
4,12,4,Structure_4_12_4,6,6,1000,8000,0.535603,True.png
5,12,4,Structure_5_12_4,7,6,1000,8000,0.505562,True.png
6,12,4,Structure_6_12_4,8,6,1000,8000,0.485875,True.png
7,12,4,Structure_7_12_4,9,6,1000,8000,0.454676,True.png
3,13,4,Structure_3_13_4,5,6,1000,6000,0.733196,True.png
4,13,4,Structure_4_13_4,6,6,1000,6000,0.715124,True.png
5,13,4,Structure_5_13_4,7,6,1000,6000,0.689996,True.png
6,13,4,Structure_6_13_4,8,6,1000,6000,0.672257,True.png
7,13,4,Structure_7_13_4,9,6,1000,5000,0.646381,True.png
3,14,4,Structure_3_14_4,5,6,1000,8000,0.609011,True.png
4,14,4,Structure_4_14_4,6,6,1000,8000,0.590511,True.png
5,14,4,Structure_5_14_4,7,6,1000,7000,0.633926,True.png
6,14,4,Structure_6_14_4,8,6,1000,6000,0.666379,True.png
7,14,4,Structure_7_14_4,9,6,1000,6000,0.656518,True.png
3,15,4,Structure_3_15_4,5,6,1000,8000,0.588546,True.png
4,15,4,Structure_4_15_4,6,6,1000,8000,0.615531,True.png
5,15,4,Structure_5_15_4,7,6,1000,8000,0.587555,True.png
6,15,4,Structure_6_15_4,8,6,1000,8000,0.556731,True.png
7,15,4,Structure_7_15_4,9,6,1000,8000,0.529113,True.png
3,16,4,Structure_3_16_4,5,6,1000,6000,0.716162,True.png
4,16,4,Structure_4_16_4,6,6,1000,5000,0.74154,True.png
5,16,4,Structure_5_16_4,7,6,1000,5000,0.722702,True.png
6,16,4,Structure_6_16_4,8,6,1000,5000,0.712398,True.png
7,16,4,Structure_7_16_4,9,6,1000,5000,0.672344,True.png
3,17,4,Structure_3_17_4,5,6,1000,6000,0.706312,True.png
4,17,4,Structure_4_17_4,6,6,1000,6000,0.687957,True.png
5,17,4,Structure_5_17_4,7,6,1000,5000,0.69848,True.png
6,17,4,Structure_6_17_4,8,6,1000,5000,0.700334,True.png
7,17,4,Structure_7_17_4,9,6,1000,5000,0.671604,True.png
3,18,4,Structure_3_18_4,5,6,1000,8000,0.58071,True.png
4,18,4,Structure_4_18_4,6,6,1000,6000,0.696533,True.png
5,18,4,Structure_5_18_4,7,6,1000,6000,0.678064,True.png
6,18,4,Structure_6_18_4,8,6,1000,6000,0.647071,True.png
7,18,4,Structure_7_18_4,9,6,1000,6000,0.616871,True.png
3,19,4,Structure_3_19_4,5,6,1000,8000,0.629014,True.png
4,19,4,Structure_4_19_4,6,6,1000,7000,0.681814,True.png
5,19,4,Structure_5_19_4,7,6,1000,7000,0.661958,True.png
6,19,4,Structure_6_19_4,8,6,1000,5000,0.687575,True.png
7,19,4,Structure_7_19_4,9,6,1000,5000,0.683694,True.png
3,20,4,Structure_3_20_4,5,6,1000,8000,0.567607,True.png
4,20,4,Structure_4_20_4,6,6,1000,7000,0.651505,True.png
5,20,4,Structure_5_20_4,7,6,1000,7000,0.620492,True.png
6,20,4,Structure_6_20_4,8,6,1000,7000,0.622807,True.png
7,20,4,Structure_7_20_4,9,6,1000,7000,0.591561,True.png
3,21,4,Structure_3_21_4,5,6,1000,6000,0.752654,True.png
4,21,4,Structure_4_21_4,6,6,1000,6000,0.722275,True.png
5,21,4,Structure_5_21_4,7,6,1000,6000,0.692252,True.png
6,21,4,Structure_6_21_4,8,6,1000,6000,0.680782,True.png
7,21,4,Structure_7_21_4,9,6,1000,6000,0.649781,True.png
3,22,4,Structure_3_22_4,5,6,1000,11000,0.024801,True.png
4,22,4,Structure_4_22_4,6,6,1000,6000,0.728674,True.png
5,22,4,Structure_5_22_4,7,6,1000,5000,0.722268,True.png
6,22,4,Structure_6_22_4,8,6,1000,5000,0.705093,True.png
7,22,4,Structure_7_22_4,9,6,1000,5000,0.674059,True.png
3,23,4,Structure_3_23_4,5,6,1000,8000,0.60887,True.png
4,23,4,Structure_4_23_4,6,6,1000,8000,0.590138,True.png
5,23,4,Structure_5_23_4,7,6,1000,6000,0.696514,True.png
6,23,4,Structure_6_23_4,8,6,1000,6000,0.665105,True.png
7,23,4,Structure_7_23_4,9,6,1000,6000,0.661904,True.png
3,24,4,Structure_3_24_4,5,6,1000,8000,0.368156,True.png
4,24,4,Structure_4_24_4,6,6,1000,8000,0.636669,True.png
5,24,4,Structure_5_24_4,7,6,1000,8000,0.614774,True.png
6,24,4,Structure_6_24_4,8,6,1000,8000,0.585133,True.png
7,24,4,Structure_7_24_4,9,6,1000,8000,0.554356,True.png
3,25,4,Structure_3_25_4,5,6,1000,6000,0.758898,True.png
4,25,4,Structure_4_25_4,6,6,1000,6000,0.735115,True.png
5,25,4,Structure_5_25_4,7,6,1000,6000,0.715994,True.png
6,25,4,Structure_6_25_4,8,6,1000,5000,0.7278,True.png
7,25,4,Structure_7_25_4,9,6,1000,4000,0.689267,True.png
3,26,4,Structure_3_26_4,5,6,1000,7000,0.669921,True.png
4,26,4,Structure_4_26_4,6,6,1000,7000,0.650865,True.png
5,26,4,Structure_5_26_4,7,6,1000,6000,0.701421,True.png
6,26,4,Structure_6_26_4,8,6,1000,6000,0.669885,True.png
7,26,4,Structure_7_26_4,9,6,1000,6000,0.653009,True.png
3,27,4,Structure_3_27_4,5,6,1000,8000,0.332201,True.png
4,27,4,Structure_4_27_4,6,6,1000,7000,0.66927,True.png
5,27,4,Structure_5_27_4,7,6,1000,7000,0.63858,True.png
6,27,4,Structure_6_27_4,8,6,1000,7000,0.636778,True.png
7,27,4,Structure_7_27_4,9,6,1000,7000,0.618245,True.png
3,28,4,Structure_3_28_4,5,6,1000,9000,0.547602,True.png
4,28,4,Structure_4_28_4,6,6,1000,6000,0.708846,True.png
5,28,4,Structure_5_28_4,7,6,1000,6000,0.690646,True.png
6,28,4,Structure_6_28_4,8,6,1000,6000,0.672063,True.png
7,28,4,Structure_7_28_4,9,6,1000,5000,0.646244,True.png
3,29,4,Structure_3_29_4,5,6,1000,6000,0.684739,True.png
4,29,4,Structure_4_29_4,6,6,1000,6000,0.71076,True.png
5,29,4,Structure_5_29_4,7,6,1000,6000,0.705309,True.png
6,29,4,Structure_6_29_4,8,6,1000,6000,0.674196,True.png
7,29,4,Structure_7_29_4,9,6,1000,6000,0.65799,True.png
3,30,4,Structure_3_30_4,5,6,1000,5000,0.748908,True.png
4,30,4,Structure_4_30_4,6,6,1000,5000,0.73097,True.png
5,30,4,Structure_5_30_4,7,6,1000,5000,0.724526,True.png
6,30,4,Structure_6_30_4,8,6,1000,5000,0.695685,True.png
7,30,4,Structure_7_30_4,9,6,1000,5000,0.66423,True.png
3,31,4,Structure_3_31_4,5,6,1000,7000,0.657243,True.png
4,31,4,Structure_4_31_4,6,6,1000,7000,0.629592,True.png
5,31,4,Structure_5_31_4,7,6,1000,7000,0.608143,True.png
6,31,4,Structure_6_31_4,8,6,1000,6000,0.667749,True.png
7,31,4,Structure_7_31_4,9,6,1000,5000,0.663443,True.png
3,32,4,Structure_3_32_4,5,6,1000,11000,-0.188997,True.png
4,32,4,Structure_4_32_4,6,6,1000,10000,-0.034102,True.png
5,32,4,Structure_5_32_4,7,6,1000,8000,0.273126,True.png
6,32,4,Structure_6_32_4,8,6,1000,7000,0.577516,True.png
7,32,4,Structure_7_32_4,9,6,1000,7000,0.5466,True.png
3,33,4,Structure_3_33_4,5,6,1000,10000,0.218341,True.png
4,33,4,Structure_4_33_4,6,6,1000,10000,0.222253,True.png
5,33,4,Structure_5_33_4,7,6,1000,10000,0.193239,True.png
6,33,4,Structure_6_33_4,8,6,1000,10000,-0.048985,True.png
7,33,4,Structure_7_33_4,9,6,1000,10000,-0.108366,True.png
3,34,4,Structure_3_34_4,5,6,1000,6000,0.700273,True.png
4,34,4,Structure_4_34_4,6,6,1000,6000,0.71358,True.png
5,34,4,Structure_5_34_4,7,6,1000,6000,0.682251,True.png
6,34,4,Structure_6_34_4,8,6,1000,6000,0.677186,True.png
7,34,4,Structure_7_34_4,9,6,1000,6000,0.645594,True.png
3,35,4,Structure_3_35_4,5,6,1000,6000,0.70555,True.png
