Name;Number_of_columns_X;Number_of_columns_Y;Column_spacing_minimum_(mm);Beam_span_maximum_(mm);Y_label
Structure_5_168_6;7;8;1000;5000;0.657195
Structure_6_168_6;8;8;1000;5000;0.617445
Structure_7_168_6;9;8;1000;5000;0.573409
Structure_3_169_6;5;8;1000;5000;0.694493
Structure_4_169_6;6;8;1000;5000;0.667198
Structure_5_169_6;7;8;1000;4000;0.659094
Structure_6_169_6;8;8;1000;4000;0.630561
Structure_7_169_6;9;8;1000;4000;0.602214
Structure_3_170_6;5;8;1000;6000;0.659139
Structure_4_170_6;6;8;1000;6000;0.631453
Structure_5_170_6;7;8;1000;6000;0.603691
Structure_6_170_6;8;8;1000;4000;0.624928
Structure_7_170_6;9;8;1000;4000;0.596933
Structure_3_171_6;5;8;1000;9000;0.103714
Structure_4_171_6;6;8;1000;7000;0.580576
Structure_5_171_6;7;8;1000;7000;0.551529
Structure_6_171_6;8;8;1000;5000;0.60984
Structure_7_171_6;9;8;1000;5000;0.582228
Structure_3_172_6;5;8;1000;7000;0.628734
Structure_4_172_6;6;8;1000;7000;0.601146
Structure_5_172_6;7;8;1000;7000;0.573787
Structure_6_172_6;8;8;1000;7000;0.545092
Structure_7_172_6;9;8;1000;6000;0.547786
Structure_3_173_6;5;8;1000;7000;0.633858
Structure_4_173_6;6;8;1000;7000;0.589833
Structure_5_173_6;7;8;1000;7000;0.546221
Structure_6_173_6;8;8;1000;7000;0.501601
Structure_7_173_6;9;8;1000;7000;0.511547
Structure_3_174_6;5;8;1000;7000;0.582832
Structure_4_174_6;6;8;1000;7000;0.554857
Structure_5_174_6;7;8;1000;7000;0.524253
Structure_6_174_6;8;8;1000;6000;0.556095
Structure_7_174_6;9;8;1000;6000;0.529754
Structure_3_175_6;5;8;1000;7000;0.59439
Structure_4_175_6;6;8;1000;5000;0.677801
Structure_5_175_6;7;8;1000;5000;0.634879
Structure_6_175_6;8;8;1000;5000;0.610619
Structure_7_175_6;9;8;1000;5000;0.575265
Structure_3_176_6;5;8;1000;10000;0.10341
Structure_4_176_6;6;8;1000;10000;0.055561
Structure_5_176_6;7;8;1000;7000;0.582905
Structure_6_176_6;8;8;1000;7000;0.554946
Structure_7_176_6;9;8;1000;6000;0.559014
Structure_3_177_6;5;8;1000;7000;0.580234
Structure_4_177_6;6;8;1000;7000;0.617482
Structure_5_177_6;7;8;1000;7000;0.592106
Structure_6_177_6;8;8;1000;7000;0.547629
Structure_7_177_6;9;8;1000;7000;0.518067
Structure_3_178_6;5;8;1000;6000;0.659328
Structure_4_178_6;6;8;1000;6000;0.641537
Structure_5_178_6;7;8;1000;4000;0.646511
Structure_6_178_6;8;8;1000;4000;0.618313
Structure_7_178_6;9;8;1000;4000;0.585158
Structure_3_179_6;5;8;1000;10000;0.146751
Structure_4_179_6;6;8;1000;8000;0.563188
Structure_5_179_6;7;8;1000;8000;0.534986
Structure_6_179_6;8;8;1000;5000;0.608863
Structure_7_179_6;9;8;1000;4000;0.577141
Structure_3_180_6;5;8;1000;8000;0.584237
Structure_4_180_6;6;8;1000;8000;0.556276
Structure_5_180_6;7;8;1000;7000;0.575617
Structure_6_180_6;8;8;1000;5000;0.600833
Structure_7_180_6;9;8;1000;5000;0.571129
Structure_3_181_6;5;8;1000;8000;0.584325
Structure_4_181_6;6;8;1000;8000;0.55612
Structure_5_181_6;7;8;1000;5000;0.657521
Structure_6_181_6;8;8;1000;5000;0.613125
Structure_7_181_6;9;8;1000;5000;0.569644
Structure_3_182_6;5;8;1000;7000;0.607401
Structure_4_182_6;6;8;1000;4000;0.709813
Structure_5_182_6;7;8;1000;4000;0.665754
Structure_6_182_6;8;8;1000;4000;0.621675
Structure_7_182_6;9;8;1000;4000;0.576133
Structure_3_183_6;5;8;1000;10000;0.182992
Structure_4_183_6;6;8;1000;10000;0.135256
Structure_5_183_6;7;8;1000;6000;0.616545
Structure_6_183_6;8;8;1000;6000;0.587337
Structure_7_183_6;9;8;1000;6000;0.558705
Structure_3_184_6;5;8;1000;10000;0
Structure_4_184_6;6;8;1000;9000;0.02276
Structure_5_184_6;7;8;1000;6000;0.621179
Structure_6_184_6;8;8;1000;6000;0.58916
Structure_7_184_6;9;8;1000;6000;0.550297
Structure_3_185_6;5;8;1000;11000;0.093715
Structure_4_185_6;6;8;1000;10000;0.139901
Structure_5_185_6;7;8;1000;8000;0.536205
Structure_6_185_6;8;8;1000;6000;0.588681
Structure_7_185_6;9;8;1000;4000;0.585599
Structure_3_186_6;5;8;1000;6000;0.668476
Structure_4_186_6;6;8;1000;6000;0.622947
Structure_5_186_6;7;8;1000;6000;0.579099
Structure_6_186_6;8;8;1000;6000;0.586852
Structure_7_186_6;9;8;1000;6000;0.54433
Structure_3_187_6;5;8;1000;6000;0.653939
Structure_4_187_6;6;8;1000;5000;0.657069
Structure_5_187_6;7;8;1000;4000;0.671134
Structure_6_187_6;8;8;1000;4000;0.627875
Structure_7_187_6;9;8;1000;4000;0.583861
Structure_3_188_6;5;8;1000;8000;0.60501
Structure_4_188_6;6;8;1000;7000;0.624461
Structure_5_188_6;7;8;1000;7000;0.595117
Structure_6_188_6;8;8;1000;7000;0.56711
Structure_7_188_6;9;8;1000;7000;0.53854
Structure_3_189_6;5;8;1000;7000;0.667091
Structure_4_189_6;6;8;1000;7000;0.646687
Structure_5_189_6;7;8;1000;7000;0.610485
Structure_6_189_6;8;8;1000;7000;0.56653
Structure_7_189_6;9;8;1000;7000;0.522463
Structure_3_190_6;5;8;1000;9000;0.109241
Structure_4_190_6;6;8;1000;6000;0.655596
Structure_5_190_6;7;8;1000;6000;0.626944
Structure_6_190_6;8;8;1000;4000;0.630935
Structure_7_190_6;9;8;1000;3000;0.593327
Structure_3_191_6;5;8;1000;9000;0.114515
Structure_4_191_6;6;8;1000;9000;0.033965
Structure_5_191_6;7;8;1000;9000;0
Structure_6_191_6;8;8;1000;6000;0.590741
Structure_7_191_6;9;8;1000;4000;0.579884
Structure_3_192_6;5;8;1000;9000;0.077538
Structure_4_192_6;6;8;1000;7000;0.542749
Structure_5_192_6;7;8;1000;6000;0.619445
Structure_6_192_6;8;8;1000;6000;0.576362
Structure_7_192_6;9;8;1000;6000;0.533832
Structure_3_193_6;5;8;1000;6000;0.64667
Structure_4_193_6;6;8;1000;6000;0.615916
Structure_5_193_6;7;8;1000;5000;0.625779
Structure_6_193_6;8;8;1000;5000;0.618638
Structure_7_193_6;9;8;1000;5000;0.575924
Structure_3_194_6;5;8;1000;8000;0.604724
Structure_4_194_6;6;8;1000;8000;0.575655
Structure_5_194_6;7;8;1000;7000;0.595356
Structure_6_194_6;8;8;1000;4000;0.631722
Structure_7_194_6;9;8;1000;3000;0.593732
Structure_3_195_6;5;8;1000;6000;0.667824
Structure_4_195_6;6;8;1000;6000;0.639221
Structure_5_195_6;7;8;1000;4000;0.666495
Structure_6_195_6;8;8;1000;4000;0.630706
Structure_7_195_6;9;8;1000;4000;0.586527
Structure_3_196_6;5;8;1000;9000;0.114559
Structure_4_196_6;6;8;1000;9000;0.043698
Structure_5_196_6;7;8;1000;8000;0.538973
Structure_6_196_6;8;8;1000;5000;0.617542
Structure_7_196_6;9;8;1000;3000;0.593292
Structure_3_197_6;5;8;1000;6000;0.651839
Structure_4_197_6;6;8;1000;6000;0.63146
Structure_5_197_6;7;8;1000;6000;0.603132
Structure_6_197_6;8;8;1000;5000;0.598544
Structure_7_197_6;9;8;1000;5000;0.554523
Structure_3_198_6;5;8;1000;9000;0.516424
Structure_4_198_6;6;8;1000;7000;0.594821
Structure_5_198_6;7;8;1000;6000;0.604201
Structure_6_198_6;8;8;1000;6000;0.575944
Structure_7_198_6;9;8;1000;6000;0.54843
Structure_3_199_6;5;8;1000;6000;0.669862
Structure_4_199_6;6;8;1000;6000;0.65705
Structure_5_199_6;7;8;1000;6000;0.612247
Structure_6_199_6;8;8;1000;6000;0.591714
Structure_7_199_6;9;8;1000;6000;0.547349
Structure_3_200_6;5;8;1000;8000;0.601505
Structure_4_200_6;6;8;1000;8000;0.574321
Structure_5_200_6;7;8;1000;8000;0.547346
Structure_6_200_6;8;8;1000;7000;0.564371
Structure_7_200_6;9;8;1000;6000;0.564867
Structure_3_0_7;5;9;1000;7000;0.589766
Structure_4_0_7;6;9;1000;6000;0.623994
Structure_5_0_7;7;9;1000;6000;0.587148
Structure_6_0_7;8;9;1000;4000;0.586084
Structure_7_0_7;9;9;1000;4000;0.554441
Structure_3_1_7;5;9;1000;7000;0.618212
Structure_4_1_7;6;9;1000;5000;0.626028
Structure_5_1_7;7;9;1000;5000;0.598775
Structure_6_1_7;8;9;1000;4000;0.601674
Structure_7_1_7;9;9;1000;4000;0.554222
Structure_3_2_7;5;9;1000;12000;0.159
Structure_4_2_7;6;9;1000;10000;0
Structure_5_2_7;7;9;1000;6000;0.588646
Structure_6_2_7;8;9;1000;6000;0.555583
Structure_7_2_7;9;9;1000;6000;0.523581
Structure_3_3_7;5;9;1000;6000;0.685251
Structure_4_3_7;6;9;1000;6000;0.638036
Structure_5_3_7;7;9;1000;6000;0.587822
Structure_6_3_7;8;9;1000;6000;0.540066
Structure_7_3_7;9;9;1000;6000;0.492781
Structure_3_4_7;5;9;1000;10000;0
Structure_4_4_7;6;9;1000;8000;0.452912
Structure_5_4_7;7;9;1000;7000;0.489596
Structure_6_4_7;8;9;1000;7000;0.458222
Structure_7_4_7;9;9;1000;5000;0.528578
Structure_3_5_7;5;9;1000;5000;0.658313
Structure_4_5_7;6;9;1000;5000;0.624793
Structure_5_5_7;7;9;1000;5000;0.592245
Structure_6_5_7;8;9;1000;4000;0.580071
Structure_7_5_7;9;9;1000;4000;0.54811
Structure_3_6_7;5;9;1000;8000;0.567992
Structure_4_6_7;6;9;1000;6000;0.610056
Structure_5_6_7;7;9;1000;4000;0.648939
Structure_6_6_7;8;9;1000;4000;0.601518
Structure_7_6_7;9;9;1000;4000;0.554288
Structure_3_7_7;5;9;1000;8000;0.513398
Structure_4_7_7;6;9;1000;4000;0.648241
Structure_5_7_7;7;9;1000;4000;0.616736
Structure_6_7_7;8;9;1000;4000;0.585264
Structure_7_7_7;9;9;1000;4000;0.552405
Structure_3_8_7;5;9;1000;8000;0.495624
Structure_4_8_7;6;9;1000;8000;0.463892
Structure_5_8_7;7;9;1000;7000;0.538034
Structure_6_8_7;8;9;1000;7000;0.506611
Structure_7_8_7;9;9;1000;7000;0.475145
Structure_3_9_7;5;9;1000;7000;0.609951
Structure_4_9_7;6;9;1000;7000;0.596429
Structure_5_9_7;7;9;1000;7000;0.547675
Structure_6_9_7;8;9;1000;7000;0.534228
Structure_7_9_7;9;9;1000;7000;0.48963
Structure_3_10_7;5;9;1000;6000;0.645654
Structure_4_10_7;6;9;1000;6000;0.61427
Structure_5_10_7;7;9;1000;6000;0.58304
Structure_6_10_7;8;9;1000;6000;0.551602
Structure_7_10_7;9;9;1000;3000;0.561989
Structure_3_11_7;5;9;1000;8000;0.519015
Structure_4_11_7;6;9;1000;8000;0.484873
Structure_5_11_7;7;9;1000;8000;0.453734
Structure_6_11_7;8;9;1000;4000;0.584889
Structure_7_11_7;9;9;1000;4000;0.556525
Structure_3_12_7;5;9;1000;5000;0.656361
Structure_4_12_7;6;9;1000;5000;0.624826
Structure_5_12_7;7;9;1000;5000;0.592909
Structure_6_12_7;8;9;1000;4000;0.578242
Structure_7_12_7;9;9;1000;4000;0.546716
Structure_3_13_7;5;9;1000;6000;0.643018
Structure_4_13_7;6;9;1000;6000;0.611318
Structure_5_13_7;7;9;1000;6000;0.57461
Structure_6_13_7;8;9;1000;6000;0.543264
Structure_7_13_7;9;9;1000;5000;0.533923
Structure_3_14_7;5;9;1000;8000;0.554383
Structure_4_14_7;6;9;1000;8000;0.523479
Structure_5_14_7;7;9;1000;7000;0.537036
Structure_6_14_7;8;9;1000;5000;0.573249
Structure_7_14_7;9;9;1000;5000;0.538927
Structure_3_15_7;5;9;1000;6000;0.629818
Structure_4_15_7;6;9;1000;5000;0.634429
Structure_5_15_7;7;9;1000;5000;0.602636
Structure_6_15_7;8;9;1000;5000;0.571153
Structure_7_15_7;9;9;1000;5000;0.538358
Structure_3_16_7;5;9;1000;6000;0.610903
Structure_4_16_7;6;9;1000;5000;0.610747
Structure_5_16_7;7;9;1000;5000;0.579114
Structure_6_16_7;8;9;1000;5000;0.555132
Structure_7_16_7;9;9;1000;5000;0.534652
Structure_3_17_7;5;9;1000;6000;0.622044
Structure_4_17_7;6;9;1000;6000;0.590453
Structure_5_17_7;7;9;1000;5000;0.589377
Structure_6_17_7;8;9;1000;4000;0.599331
Structure_7_17_7;9;9;1000;4000;0.552483
Structure_3_18_7;5;9;1000;8000;0.570383
Structure_4_18_7;6;9;1000;5000;0.638948
Structure_5_18_7;7;9;1000;4000;0.615906
Structure_6_18_7;8;9;1000;4000;0.584457
Structure_7_18_7;9;9;1000;4000;0.552458
Structure_3_19_7;5;9;1000;8000;0.5483
Structure_4_19_7;6;9;1000;7000;0.57574
Structure_5_19_7;7;9;1000;7000;0.543274
Structure_6_19_7;8;9;1000;5000;0.564659
Structure_7_19_7;9;9;1000;4000;0.552653
Structure_3_20_7;5;9;1000;8000;0.57139
Structure_4_20_7;6;9;1000;6000;0.619306
Structure_5_20_7;7;9;1000;6000;0.587514
Structure_6_20_7;8;9;1000;5000;0.576844
Structure_7_20_7;9;9;1000;5000;0.544806
Structure_3_21_7;5;9;1000;5000;0.715575
Structure_4_21_7;6;9;1000;5000;0.667986
Structure_5_21_7;7;9;1000;5000;0.620291
Structure_6_21_7;8;9;1000;5000;0.586051
Structure_7_21_7;9;9;1000;5000;0.538544
Structure_3_22_7;5;9;1000;11000;0.089599
Structure_4_22_7;6;9;1000;6000;0.617899
Structure_5_22_7;7;9;1000;5000;0.592892
Structure_6_22_7;8;9;1000;4000;0.580126
Structure_7_22_7;9;9;1000;4000;0.54865
Structure_3_23_7;5;9;1000;8000;0.563711
Structure_4_23_7;6;9;1000;8000;0.53209
Structure_5_23_7;7;9;1000;5000;0.599622
Structure_6_23_7;8;9;1000;5000;0.568065
Structure_7_23_7;9;9;1000;4000;0.554388
Structure_3_24_7;5;9;1000;7000;0.583311
Structure_4_24_7;6;9;1000;4000;0.649957
Structure_5_24_7;7;9;1000;3000;0.625396
Structure_6_24_7;8;9;1000;3000;0.594179
Structure_7_24_7;9;9;1000;3000;0.562516
Structure_3_25_7;5;9;1000;6000;0.653599
Structure_4_25_7;6;9;1000;6000;0.617294
Structure_5_25_7;7;9;1000;6000;0.585135
Structure_6_25_7;8;9;1000;5000;0.573859
Structure_7_25_7;9;9;1000;4000;0.555904
Structure_3_26_7;5;9;1000;7000;0.618476
Structure_4_26_7;6;9;1000;7000;0.586476
Structure_5_26_7;7;9;1000;4000;0.609397
Structure_6_26_7;8;9;1000;4000;0.593834
Structure_7_26_7;9;9;1000;4000;0.55522
Structure_3_27_7;5;9;1000;8000;0.510629
Structure_4_27_7;6;9;1000;5000;0.628945
Structure_5_27_7;7;9;1000;5000;0.597521
Structure_6_27_7;8;9;1000;4000;0.584543
Structure_7_27_7;9;9;1000;3000;0.56221
Structure_3_28_7;5;9;1000;9000;0.515961
Structure_4_28_7;6;9;1000;6000;0.61751
Structure_5_28_7;7;9;1000;6000;0.585622
Structure_6_28_7;8;9;1000;6000;0.553995
Structure_7_28_7;9;9;1000;5000;0.542825
Structure_3_29_7;5;9;1000;6000;0.610307
Structure_4_29_7;6;9;1000;5000;0.611117
Structure_5_29_7;7;9;1000;5000;0.629899
Structure_6_29_7;8;9;1000;5000;0.582508
Structure_7_29_7;9;9;1000;5000;0.545133
Structure_3_30_7;5;9;1000;5000;0.664105
Structure_4_30_7;6;9;1000;5000;0.633095
Structure_5_30_7;7;9;1000;4000;0.619428
Structure_6_30_7;8;9;1000;4000;0.589171
Structure_7_30_7;9;9;1000;4000;0.557184
Structure_3_31_7;5;9;1000;7000;0.587858
Structure_4_31_7;6;9;1000;7000;0.551707
Structure_5_31_7;7;9;1000;7000;0.518525
Structure_6_31_7;8;9;1000;6000;0.547077
Structure_7_31_7;9;9;1000;4000;0.548898
Structure_3_32_7;5;9;1000;11000;0.100513
Structure_4_32_7;6;9;1000;10000;0.24455
Structure_5_32_7;7;9;1000;8000;0.503255
Structure_6_32_7;8;9;1000;5000;0.566746
Structure_7_32_7;9;9;1000;5000;0.535265
Structure_3_33_7;5;9;1000;7000;0.597674
Structure_4_33_7;6;9;1000;6000;0.598113
Structure_5_33_7;7;9;1000;5000;0.589445
Structure_6_33_7;8;9;1000;5000;0.581973
Structure_7_33_7;9;9;1000;5000;0.545832
Structure_3_34_7;5;9;1000;6000;0.630255
Structure_4_34_7;6;9;1000;5000;0.631147
Structure_5_34_7;7;9;1000;5000;0.600116
Structure_6_34_7;8;9;1000;4000;0.585044
Structure_7_34_7;9;9;1000;4000;0.553436
Structure_3_35_7;5;9;1000;6000;0.621194
Structure_4_35_7;6;9;1000;4000;0.688424
Structure_5_35_7;7;9;1000;4000;0.647158
Structure_6_35_7;8;9;1000;4000;0.600186
Structure_7_35_7;9;9;1000;4000;0.552645
Structure_3_36_7;5;9;1000;7000;0.621453
Structure_4_36_7;6;9;1000;7000;0.586483
Structure_5_36_7;7;9;1000;7000;0.553907
Structure_6_36_7;8;9;1000;6000;0.555354
Structure_7_36_7;9;9;1000;6000;0.523283
Structure_3_37_7;5;9;1000;8000;0.529557
Structure_4_37_7;6;9;1000;8000;0.496139
Structure_5_37_7;7;9;1000;7000;0.510135
Structure_6_37_7;8;9;1000;7000;0.479762
Structure_7_37_7;9;9;1000;6000;0.515617
Structure_3_38_7;5;9;1000;7000;0.578349
Structure_4_38_7;6;9;1000;5000;0.631158
Structure_5_38_7;7;9;1000;5000;0.599689
Structure_6_38_7;8;9;1000;4000;0.597013
Structure_7_38_7;9;9;1000;4000;0.548597
Structure_3_39_7;5;9;1000;8000;0.510566
Structure_4_39_7;6;9;1000;8000;0.479666
Structure_5_39_7;7;9;1000;7000;0.54456
Structure_6_39_7;8;9;1000;4000;0.579182
Structure_7_39_7;9;9;1000;4000;0.555643
Structure_3_40_7;5;9;1000;8000;0.517945
Structure_4_40_7;6;9;1000;7000;0.585459
Structure_5_40_7;7;9;1000;5000;0.599793
Structure_6_40_7;8;9;1000;5000;0.568087
Structure_7_40_7;9;9;1000;3000;0.56288
Structure_3_41_7;5;9;1000;8000;0.51321
Structure_4_41_7;6;9;1000;8000;0.482072
Structure_5_41_7;7;9;1000;7000;0.554998
Structure_6_41_7;8;9;1000;7000;0.523513
Structure_7_41_7;9;9;1000;5000;0.543405
Structure_3_42_7;5;9;1000;9000;0.48967
Structure_4_42_7;6;9;1000;6000;0.593715
Structure_5_42_7;7;9;1000;6000;0.563486
Structure_6_42_7;8;9;1000;5000;0.571556
Structure_7_42_7;9;9;1000;5000;0.524037
Structure_3_43_7;5;9;1000;7000;0.602239
Structure_4_43_7;6;9;1000;7000;0.569101
Structure_5_43_7;7;9;1000;5000;0.633228
Structure_6_43_7;8;9;1000;5000;0.585961
Structure_7_43_7;9;9;1000;5000;0.538328
Structure_3_44_7;5;9;1000;7000;0.575756
Structure_4_44_7;6;9;1000;5000;0.630096
Structure_5_44_7;7;9;1000;4000;0.611315
Structure_6_44_7;8;9;1000;4000;0.580379
Structure_7_44_7;9;9;1000;4000;0.548458
Structure_3_45_7;5;9;1000;7000;0.579087
Structure_4_45_7;6;9;1000;6000;0.606997
Structure_5_45_7;7;9;1000;6000;0.575481
Structure_6_45_7;8;9;1000;4000;0.602384
Structure_7_45_7;9;9;1000;4000;0.554828
Structure_3_46_7;5;9;1000;8000;0.510833
Structure_4_46_7;6;9;1000;5000;0.62875
Structure_5_46_7;7;9;1000;5000;0.60489
Structure_6_46_7;8;9;1000;4000;0.584594
Structure_7_46_7;9;9;1000;4000;0.55313
Structure_3_47_7;5;9;1000;8000;0.497548
Structure_4_47_7;6;9;1000;6000;0.589348
Structure_5_47_7;7;9;1000;6000;0.558215
Structure_6_47_7;8;9;1000;5000;0.56438
Structure_7_47_7;9;9;1000;5000;0.53278
Structure_3_48_7;5;9;1000;6000;0.607205
Structure_4_48_7;6;9;1000;5000;0.6621
Structure_5_48_7;7;9;1000;5000;0.633583
Structure_6_48_7;8;9;1000;5000;0.58905
Structure_7_48_7;9;9;1000;5000;0.541555
Structure_3_49_7;5;9;1000;8000;0.509749
Structure_4_49_7;6;9;1000;7000;0.584715
Structure_5_49_7;7;9;1000;6000;0.587677
Structure_6_49_7;8;9;1000;4000;0.586959
Structure_7_49_7;9;9;1000;4000;0.55549
Structure_3_50_7;5;9;1000;7000;0.578622
Structure_4_50_7;6;9;1000;5000;0.623993
Structure_5_50_7;7;9;1000;4000;0.608695
Structure_6_50_7;8;9;1000;4000;0.593764
Structure_7_50_7;9;9;1000;4000;0.546221
Structure_3_51_7;5;9;1000;5000;0.663745
Structure_4_51_7;6;9;1000;5000;0.630876
Structure_5_51_7;7;9;1000;5000;0.599403
Structure_6_51_7;8;9;1000;5000;0.567234
Structure_7_51_7;9;9;1000;4000;0.547001
Structure_3_52_7;5;9;1000;7000;0.617489
Structure_4_52_7;6;9;1000;4000;0.644552
Structure_5_52_7;7;9;1000;4000;0.612232
Structure_6_52_7;8;9;1000;4000;0.580858
Structure_7_52_7;9;9;1000;4000;0.549252
Structure_3_53_7;5;9;1000;5000;0.654694
Structure_4_53_7;6;9;1000;5000;0.623861
Structure_5_53_7;7;9;1000;4000;0.640688
Structure_6_53_7;8;9;1000;4000;0.593233
Structure_7_53_7;9;9;1000;4000;0.544917
Structure_3_54_7;5;9;1000;6000;0.623709
Structure_4_54_7;6;9;1000;6000;0.589363
Structure_5_54_7;7;9;1000;4000;0.608885
Structure_6_54_7;8;9;1000;4000;0.600156
Structure_7_54_7;9;9;1000;4000;0.552527
Structure_3_55_7;5;9;1000;11000;0.088987
Structure_4_55_7;6;9;1000;10000;0
Structure_5_55_7;7;9;1000;9000;0.434949
Structure_6_55_7;8;9;1000;7000;0.522301
Structure_7_55_7;9;9;1000;6000;0.523036
Structure_3_56_7;5;9;1000;8000;0.523534
Structure_4_56_7;6;9;1000;7000;0.540434
Structure_5_56_7;7;9;1000;7000;0.507132
Structure_6_56_7;8;9;1000;6000;0.562193
Structure_7_56_7;9;9;1000;6000;0.515696
Structure_3_57_7;5;9;1000;5000;0.654484
Structure_4_57_7;6;9;1000;5000;0.629437
Structure_5_57_7;7;9;1000;5000;0.597966
Structure_6_57_7;8;9;1000;4000;0.578693
Structure_7_57_7;9;9;1000;4000;0.547162
Structure_3_58_7;5;9;1000;6000;0.64381
Structure_4_58_7;6;9;1000;6000;0.61209
Structure_5_58_7;7;9;1000;6000;0.580279
Structure_6_58_7;8;9;1000;6000;0.547001
Structure_7_58_7;9;9;1000;6000;0.515445
Structure_3_59_7;5;9;1000;7000;0.574863
Structure_4_59_7;6;9;1000;6000;0.653501
Structure_5_59_7;7;9;1000;6000;0.606292
Structure_6_59_7;8;9;1000;6000;0.558756
Structure_7_59_7;9;9;1000;6000;0.510823
Structure_3_60_7;5;9;1000;5000;0.655377
Structure_4_60_7;6;9;1000;5000;0.629391
Structure_5_60_7;7;9;1000;5000;0.596706
Structure_6_60_7;8;9;1000;5000;0.565275
Structure_7_60_7;9;9;1000;4000;0.553554
Structure_3_61_7;5;9;1000;6000;0.633998
Structure_4_61_7;6;9;1000;6000;0.601257
Structure_5_61_7;7;9;1000;6000;0.568341
Structure_6_61_7;8;9;1000;6000;0.536904
Structure_7_61_7;9;9;1000;5000;0.536467
Structure_3_62_7;5;9;1000;7000;0.592796
Structure_4_62_7;6;9;1000;6000;0.592331
Structure_5_62_7;7;9;1000;5000;0.571087
Structure_6_62_7;8;9;1000;5000;0.539282
Structure_7_62_7;9;9;1000;5000;0.507612
Structure_3_63_7;5;9;1000;6000;0.613727
Structure_4_63_7;6;9;1000;5000;0.601913
Structure_5_63_7;7;9;1000;5000;0.57049
Structure_6_63_7;8;9;1000;5000;0.576126
Structure_7_63_7;9;9;1000;5000;0.529543
Structure_3_64_7;5;9;1000;6000;0.643131
Structure_4_64_7;6;9;1000;6000;0.611477
Structure_5_64_7;7;9;1000;5000;0.600669
Structure_6_64_7;8;9;1000;5000;0.569126
Structure_7_64_7;9;9;1000;5000;0.538004
Structure_3_65_7;5;9;1000;6000;0.628852
Structure_4_65_7;6;9;1000;5000;0.658079
Structure_5_65_7;7;9;1000;5000;0.629216
Structure_6_65_7;8;9;1000;5000;0.581586
Structure_7_65_7;9;9;1000;5000;0.53443
Structure_3_66_7;5;9;1000;8000;0.49549
Structure_4_66_7;6;9;1000;8000;0.464066
Structure_5_66_7;7;9;1000;7000;0.509799
Structure_6_66_7;8;9;1000;5000;0.565423
Structure_7_66_7;9;9;1000;4000;0.545995
Structure_3_67_7;5;9;1000;7000;0.611643
Structure_4_67_7;6;9;1000;6000;0.610352
Structure_5_67_7;7;9;1000;5000;0.600725
Structure_6_67_7;8;9;1000;4000;0.59628
Structure_7_67_7;9;9;1000;4000;0.555718
Structure_3_68_7;5;9;1000;8000;0.508369
Structure_4_68_7;6;9;1000;8000;0.481063
Structure_5_68_7;7;9;1000;6000;0.587286
Structure_6_68_7;8;9;1000;4000;0.587817
Structure_7_68_7;9;9;1000;3000;0.562783
Structure_3_69_7;5;9;1000;9000;0.514943
Structure_4_69_7;6;9;1000;8000;0.548731
Structure_5_69_7;7;9;1000;8000;0.517596
Structure_6_69_7;8;9;1000;5000;0.577789
Structure_7_69_7;9;9;1000;3000;0.562781
Structure_3_70_7;5;9;1000;7000;0.6187
Structure_4_70_7;6;9;1000;4000;0.650084
Structure_5_70_7;7;9;1000;3000;0.657195
Structure_6_70_7;8;9;1000;3000;0.609679
Structure_7_70_7;9;9;1000;3000;0.563144
Structure_3_71_7;5;9;1000;6000;0.630561
Structure_4_71_7;6;9;1000;5000;0.631295
Structure_5_71_7;7;9;1000;5000;0.600074
Structure_6_71_7;8;9;1000;5000;0.568777
Structure_7_71_7;9;9;1000;5000;0.537366
Structure_3_72_7;5;9;1000;8000;0.536346
Structure_4_72_7;6;9;1000;7000;0.555956
Structure_5_72_7;7;9;1000;5000;0.623728
Structure_6_72_7;8;9;1000;5000;0.582925
Structure_7_72_7;9;9;1000;5000;0.535189
Structure_3_73_7;5;9;1000;6000;0.632112
Structure_4_73_7;6;9;1000;6000;0.599965
Structure_5_73_7;7;9;1000;5000;0.597811
Structure_6_73_7;8;9;1000;5000;0.566403
Structure_7_73_7;9;9;1000;4000;0.552533
Structure_3_74_7;5;9;1000;9000;0.036272
Structure_4_74_7;6;9;1000;7000;0.577113
Structure_5_74_7;7;9;1000;4000;0.608758
Structure_6_74_7;8;9;1000;4000;0.593336
Structure_7_74_7;9;9;1000;4000;0.55333
Structure_3_75_7;5;9;1000;7000;0.585291
Structure_4_75_7;6;9;1000;7000;0.554084
Structure_5_75_7;7;9;1000;6000;0.584344
Structure_6_75_7;8;9;1000;6000;0.552654
Structure_7_75_7;9;9;1000;6000;0.521121
Structure_3_76_7;5;9;1000;7000;0.538282
Structure_4_76_7;6;9;1000;7000;0.504542
Structure_5_76_7;7;9;1000;7000;0.472957
Structure_6_76_7;8;9;1000;7000;0.441212
Structure_7_76_7;9;9;1000;6000;0.510667
Structure_3_77_7;5;9;1000;7000;0.614589
Structure_4_77_7;6;9;1000;7000;0.579503
Structure_5_77_7;7;9;1000;5000;0.600533
Structure_6_77_7;8;9;1000;4000;0.578452
Structure_7_77_7;9;9;1000;4000;0.549657
Structure_3_78_7;5;9;1000;10000;0.042714
Structure_4_78_7;6;9;1000;9000;0.4763
Structure_5_78_7;7;9;1000;6000;0.581516
Structure_6_78_7;8;9;1000;4000;0.597057
Structure_7_78_7;9;9;1000;4000;0.549354
